Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
040.498.498.2.dta 2038826 2038826 0 0 212897 212897
040.498.498.3.dta 2038826 2038826 0 0 212897 212897
040.499.499.2.dta 2027248 2027248 0 0 4944086 4944086
040.499.499.3.dta 2027248 2027248 0 0 4944086 4944086
040.500.500.2.dta 1541164 1541164 0 0 817664 817664
040.500.500.3.dta 1541164 1541164 0 0 817664 817664
040.502.502.1.dta 3802081 3802081 0 0 7093750 7093750
040.503.503.2.dta 2971254 2971254 0 0 4932058 4932058
040.503.503.3.dta 2971254 2971254 0 0 4932058 4932058
040.504.504.1.dta 2437288 2437288 0 0 849939 849939
040.506.506.1.dta 6455687 6455687 0 0 7426629 7426629
040.507.507.1.dta 1321751 1321751 0 0 346353 346353
040.508.508.1.dta 1261949 1261949 0 0 725161 725161
040.510.510.2.dta 1507530 1507530 0 0 251744 251744
040.510.510.3.dta 1507530 1507530 0 0 251744 251744
040.511.511.2.dta 1463632 1463632 0 0 2672386 2672386
040.511.511.3.dta 1463632 1463632 0 0 2672386 2672386
040.512.512.2.dta 1410338 1410338 0 0 462351 462351
040.512.512.3.dta 1410338 1410338 0 0 462351 462351
040.514.514.2.dta 1859990 1859990 0 0 353391 353391
040.514.514.3.dta 1859990 1859990 0 0 353391 353391
040.515.515.2.dta 1684670 1684670 0 0 1495626 1495626
040.515.515.3.dta 1684670 1684670 0 0 1495626 1495626
040.516.516.2.dta 1440295 1440295 0 0 394691 394691
040.516.516.3.dta 1440295 1440295 0 0 394691 394691
040.518.518.2.dta 4246597 4246597 0 0 15376487 15376487
040.518.518.3.dta 4246597 4246597 0 0 15376487 15376487
040.519.519.1.dta 2033699 2033699 0 0 2932257 2932257
040.520.520.2.dta 1824571 1824571 0 0 608669 608669
040.520.520.3.dta 1824571 1824571 0 0 608669 608669
040.522.522.2.dta 7138299 7138299 0 0 12084841 12084841
040.522.522.3.dta 7138299 7138299 0 0 12084841 12084841
040.523.523.1.dta 2516596 2516596 0 0 2177399 2177399
040.524.524.2.dta 1969471 1969471 0 0 4633446 4633446
040.524.524.3.dta 1969471 1969471 0 0 4633446 4633446
040.526.526.1.dta 2815961 2815961 0 0 190110 190110
040.527.527.2.dta 2016802 2016802 0 0 1656470 1656470
040.527.527.3.dta 2016802 2016802 0 0 1656470 1656470
040.528.528.2.dta 1942180 1942180 0 0 105426 105426
040.528.528.3.dta 1942180 1942180 0 0 105426 105426
040.530.530.2.dta 1863868 1863868 0 0 141669 141669
040.530.530.3.dta 1863868 1863868 0 0 141669 141669
040.531.531.2.dta 1762412 1762412 0 0 643288 643288
040.531.531.3.dta 1762412 1762412 0 0 643288 643288
040.532.532.1.dta 1584000 1584000 0 0 541860 541860
040.534.534.1.dta 2669409 2669409 0 0 2560222 2560222
040.535.535.2.dta 2206821 2206821 0 0 533854 533854
040.535.535.3.dta 2206821 2206821 0 0 533854 533854
040.536.536.1.dta 2082661 2082661 0 0 2009559 2009559
040.538.538.2.dta 2748585 2748585 0 0 803510 803510
040.538.538.3.dta 2748585 2748585 0 0 803510 803510
040.539.539.2.dta 2622173 2622173 0 0 5527155 5527155
040.539.539.3.dta 2622173 2622173 0 0 5527155 5527155
040.542.542.2.dta 2444938 2444938 0 0 5794415 5794415
040.542.542.3.dta 2444938 2444938 0 0 5794415 5794415
040.543.543.2.dta 1405527 1405527 0 0 106760 106760
040.543.543.3.dta 1405527 1405527 0 0 106760 106760
040.544.546.1.dta 3416848 2023033 0 0 3813752 1942776
040.547.547.1.dta 1597070 1597070 0 0 400091 400091
040.548.548.2.dta 1503423 1503423 0 0 991225 991225
040.548.548.3.dta 1503423 1503423 0 0 991225 991225
040.550.550.1.dta 2145279 2145279 0 0 3548132 3548132
040.551.551.2.dta 1774106 1774106 0 0 1087430 1087430
040.551.551.3.dta 1774106 1774106 0 0 1087430 1087430
040.552.552.2.dta 1550608 1550608 0 0 159290 159290
040.552.552.3.dta 1550608 1550608 0 0 159290 159290
040.554.554.2.dta 2247820 2247820 0 0 618315 618315
040.554.554.3.dta 2247820 2247820 0 0 618315 618315
040.555.555.1.dta 2177213 2177213 0 0 443423 443423
040.556.556.2.dta 1908230 1908230 0 0 3618298 3618298
040.556.556.3.dta 1908230 1908230 0 0 3618298 3618298
040.558.558.2.dta 2223371 2223371 0 0 115144 115144
040.558.558.3.dta 2223371 2223371 0 0 115144 115144
040.559.559.2.dta 1669313 1669313 0 0 340046 340046
040.559.559.3.dta 1669313 1669313 0 0 340046 340046
040.560.560.1.dta 1644680 1644680 0 0 951674 951674
040.562.562.2.dta 2259467 2259467 0 0 170735 170735
040.562.562.3.dta 2259467 2259467 0 0 170735 170735
040.563.563.2.dta 2142571 2142571 0 0 932229 932229
040.563.563.3.dta 2142571 2142571 0 0 932229 932229
040.564.564.1.dta 1719974 1719974 0 0 1070834 1070834
040.566.566.2.dta 1579218 1579218 0 0 1175656 1175656
040.566.566.3.dta 1579218 1579218 0 0 1175656 1175656
040.567.567.2.dta 1574401 1574401 0 0 387266 387266
040.567.567.3.dta 1574401 1574401 0 0 387266 387266
040.568.568.1.dta 1542637 1542637 0 0 305425 305425
040.570.570.2.dta 1319909 1319909 0 0 2277544 2277544
040.570.570.3.dta 1319909 1319909 0 0 2277544 2277544
040.571.571.2.dta 1301774 1301774 0 0 4764005 4764005
040.571.571.3.dta 1301774 1301774 0 0 4764005 4764005
040.572.572.2.dta 1167364 1167364 0 0 3510573 3510573
040.572.572.3.dta 1167364 1167364 0 0 3510573 3510573
040.574.574.2.dta 1649069 1649069 0 0 176749 176749
040.574.574.3.dta 1649069 1649069 0 0 176749 176749
040.575.575.2.dta 1438679 1438679 0 0 631548 631548
040.575.575.3.dta 1438679 1438679 0 0 631548 631548
040.576.576.2.dta 1307234 1307234 0 0 355591 355591
040.576.576.3.dta 1307234 1307234 0 0 355591 355591
040.578.578.2.dta 1282742 1282742 0 0 165707 165707
040.578.578.3.dta 1282742 1282742 0 0 165707 165707
040.579.579.2.dta 1248141 1248141 0 0 764974 764974
040.579.579.3.dta 1248141 1248141 0 0 764974 764974
040.580.580.2.dta 1242039 1242039 0 0 361821 361821
040.580.580.3.dta 1242039 1242039 0 0 361821 361821
040.582.582.2.dta 1243983 1243983 0 0 1185300 1185300
040.582.582.3.dta 1243983 1243983 0 0 1185300 1185300
040.583.583.1.dta 1231906 1231906 0 0 280217 280217
040.584.584.2.dta 1060176 1060176 0 0 396275 396275
040.584.584.3.dta 1060176 1060176 0 0 396275 396275
040.586.586.1.dta 1752262 1752262 0 0 373420 373420
040.587.587.2.dta 1575922 1575922 0 0 923293 923293
040.587.587.3.dta 1575922 1575922 0 0 923293 923293
040.588.588.2.dta 1535535 1535535 0 0 1708554 1708554
040.588.588.3.dta 1535535 1535535 0 0 1708554 1708554
040.590.590.1.dta 1784875 1784875 0 0 1896882 1896882
040.591.591.1.dta 1413574 1413574 0 0 564684 564684
040.592.592.2.dta 1264188 1264188 0 0 2167616 2167616
040.592.592.3.dta 1264188 1264188 0 0 2167616 2167616
040.594.594.2.dta 1941125 1941125 0 0 2863842 2863842
040.594.594.3.dta 1941125 1941125 0 0 2863842 2863842
040.595.595.2.dta 1812844 1812844 0 0 846496 846496
040.595.595.3.dta 1812844 1812844 0 0 846496 846496
040.596.596.2.dta 1801491 1801491 0 0 127328 127328
040.596.596.3.dta 1801491 1801491 0 0 127328 127328
040.598.598.2.dta 1395916 1395916 0 0 1694889 1694889
040.598.598.3.dta 1395916 1395916 0 0 1694889 1694889
040.599.599.2.dta 1279514 1279514 0 0 1247506 1247506
040.599.599.3.dta 1279514 1279514 0 0 1247506 1247506
040.600.600.2.dta 1217224 1217224 0 0 1970471 1970471
040.600.600.3.dta 1217224 1217224 0 0 1970471 1970471
040.602.602.1.dta 2082241 2082241 0 0 527776 527776
040.603.603.2.dta 2066357 2066357 0 0 1980951 1980951
040.603.603.3.dta 2066357 2066357 0 0 1980951 1980951
040.604.604.2.dta 1850139 1850139 0 0 307876 307876
040.604.604.3.dta 1850139 1850139 0 0 307876 307876
040.606.606.1.dta 1145191 1145191 0 0 310215 310215
040.607.607.1.dta 1098253 1098253 0 0 506061 506061
040.608.608.2.dta 1069506 1069506 0 0 435345 435345
040.608.608.3.dta 1069506 1069506 0 0 435345 435345
040.610.610.1.dta 2491321 2491321 0 0 381357 381357
040.611.611.1.dta 2201752 2201752 0 0 466629 466629
040.612.612.2.dta 2071216 2071216 0 0 1517435 1517435
040.612.612.3.dta 2071216 2071216 0 0 1517435 1517435
040.614.614.2.dta 1910961 1910961 0 0 1681527 1681527
040.614.614.3.dta 1910961 1910961 0 0 1681527 1681527
040.615.615.2.dta 1732424 1732424 0 0 137556 137556
040.615.615.3.dta 1732424 1732424 0 0 137556 137556
040.616.616.1.dta 1678866 1678866 0 0 387591 387591
040.618.618.2.dta 2136905 2136905 0 0 3317393 3317393
040.618.618.3.dta 2136905 2136905 0 0 3317393 3317393
040.619.619.2.dta 1714916 1714916 0 0 955533 955533
040.619.619.3.dta 1714916 1714916 0 0 955533 955533
040.620.620.1.dta 1554962 1554962 0 0 794799 794799
040.622.622.2.dta 4649256 4649256 0 0 9025842 9025842
040.622.622.3.dta 4649256 4649256 0 0 9025842 9025842
040.623.623.2.dta 1451066 1451066 0 0 1787080 1787080
040.623.623.3.dta 1451066 1451066 0 0 1787080 1787080
040.624.624.2.dta 1400294 1400294 0 0 320218 320218
040.624.624.3.dta 1400294 1400294 0 0 320218 320218
040.626.626.1.dta 4965709 4965709 0 0 9069482 9069482
040.627.627.2.dta 1789870 1789870 0 0 524696 524696
040.627.627.3.dta 1789870 1789870 0 0 524696 524696
040.628.628.2.dta 1665874 1665874 0 0 1025704 1025704
040.628.628.3.dta 1665874 1665874 0 0 1025704 1025704
040.630.630.1.dta 4234703 4234703 0 0 9180476 9180476
040.631.631.2.dta 2806289 2806289 0 0 1396687 1396687
040.631.631.3.dta 2806289 2806289 0 0 1396687 1396687
040.632.632.2.dta 2368846 2368846 0 0 1029035 1029035
040.632.632.3.dta 2368846 2368846 0 0 1029035 1029035
040.634.634.2.dta 2715056 2715056 0 0 3675811 3675811
040.634.634.3.dta 2715056 2715056 0 0 3675811 3675811
040.635.635.2.dta 2662889 2662889 0 0 3191493 3191493
040.635.635.3.dta 2662889 2662889 0 0 3191493 3191493
040.636.636.1.dta 2281769 2281769 0 0 2461795 2461795
040.638.638.2.dta 2634628 2634628 0 0 3923375 3923375
040.638.638.3.dta 2634628 2634628 0 0 3923375 3923375
040.639.639.2.dta 2493599 2493599 0 0 1111943 1111943
040.639.639.3.dta 2493599 2493599 0 0 1111943 1111943
040.640.640.2.dta 2313398 2313398 0 0 1229982 1229982
040.640.640.3.dta 2313398 2313398 0 0 1229982 1229982
040.642.642.2.dta 2921062 2921062 0 0 3162982 3162982
040.642.642.3.dta 2921062 2921062 0 0 3162982 3162982
040.643.643.2.dta 2472575 2472575 0 0 309750 309750
040.643.643.3.dta 2472575 2472575 0 0 309750 309750
040.644.644.2.dta 2335770 2335770 0 0 2257806 2257806
040.644.644.3.dta 2335770 2335770 0 0 2257806 2257806
040.646.646.1.dta 2310199 2310199 0 0 409748 409748
040.647.647.2.dta 1904255 1904255 0 0 1113165 1113165
040.647.647.3.dta 1904255 1904255 0 0 1113165 1113165
040.648.648.2.dta 1820750 1820750 0 0 350017 350017
040.648.648.3.dta 1820750 1820750 0 0 350017 350017
040.650.650.2.dta 3629716 3629716 0 0 8783730 8783730
040.650.650.3.dta 3629716 3629716 0 0 8783730 8783730
040.651.651.2.dta 2675517 2675517 0 0 9061373 9061373
040.651.651.3.dta 2675517 2675517 0 0 9061373 9061373
040.652.652.2.dta 2586188 2586188 0 0 1092022 1092022
040.652.652.3.dta 2586188 2586188 0 0 1092022 1092022
040.654.654.2.dta 2831017 2831017 0 0 1940205 1940205
040.654.654.3.dta 2831017 2831017 0 0 1940205 1940205
040.655.655.1.dta 2378173 2378173 0 0 2353341 2353341
040.656.656.2.dta 2286583 2286583 0 0 9305563 9305563
040.656.656.3.dta 2286583 2286583 0 0 9305563 9305563
040.658.658.1.dta 3717967 3717967 0 0 3038197 3038197
040.659.659.2.dta 2263979 2263979 0 0 1852027 1852027
040.659.659.3.dta 2263979 2263979 0 0 1852027 1852027
040.660.660.2.dta 1495253 1495253 0 0 368351 368351
040.660.660.3.dta 1495253 1495253 0 0 368351 368351
040.662.662.1.dta 4384203 4384203 0 0 2148034 2148034
040.663.663.2.dta 3664230 3664230 0 0 1143697 1143697
040.663.663.3.dta 3664230 3664230 0 0 1143697 1143697
040.664.664.1.dta 3153335 3153335 0 0 317758 317758
040.666.666.2.dta 3453911 3453911 0 0 2948279 2948279
040.666.666.3.dta 3453911 3453911 0 0 2948279 2948279
040.667.667.2.dta 3174982 3174982 0 0 4960698 4960698
040.667.667.3.dta 3174982 3174982 0 0 4960698 4960698
040.668.668.1.dta 3005162 3005162 0 0 551224 551224
040.670.670.2.dta 1981762 1981762 0 0 4924307 4924307
040.670.670.3.dta 1981762 1981762 0 0 4924307 4924307
040.671.671.2.dta 1962914 1962914 0 0 1590953 1590953
040.671.671.3.dta 1962914 1962914 0 0 1590953 1590953
040.672.672.1.dta 1748934 1748934 0 0 1757595 1757595
040.674.674.2.dta 3024842 3024842 0 0 1604088 1604088
040.674.674.3.dta 3024842 3024842 0 0 1604088 1604088
040.675.675.1.dta 2608686 2608686 0 0 664756 664756
040.676.676.2.dta 2379666 2379666 0 0 16788740 16788740
040.676.676.3.dta 2379666 2379666 0 0 16788740 16788740
040.678.678.1.dta 2658115 2658115 0 0 2171921 2171921
040.679.679.2.dta 2530241 2530241 0 0 2654327 2654327
040.679.679.3.dta 2530241 2530241 0 0 2654327 2654327
040.680.680.2.dta 2031024 2031024 0 0 4129047 4129047
040.680.680.3.dta 2031024 2031024 0 0 4129047 4129047
040.682.682.2.dta 5246890 5246890 0 0 8790745 8790745
040.682.682.3.dta 5246890 5246890 0 0 8790745 8790745
040.683.683.2.dta 3366401 3366401 0 0 1809849 1809849
040.683.683.3.dta 3366401 3366401 0 0 1809849 1809849
040.684.684.2.dta 3327867 3327867 0 0 1571107 1571107
040.684.684.3.dta 3327867 3327867 0 0 1571107 1571107
040.686.686.2.dta 2833862 2833862 0 0 624540 624540
040.686.686.3.dta 2833862 2833862 0 0 624540 624540
040.687.687.2.dta 2503532 2503532 0 0 867246 867246
040.687.687.3.dta 2503532 2503532 0 0 867246 867246
040.688.688.2.dta 2221937 2221937 0 0 1399963 1399963
040.688.688.3.dta 2221937 2221937 0 0 1399963 1399963
040.690.690.2.dta 1890799 1890799 0 0 481683 481683
040.690.690.3.dta 1890799 1890799 0 0 481683 481683
040.691.691.2.dta 1867551 1867551 0 0 1969344 1969344
040.691.691.3.dta 1867551 1867551 0 0 1969344 1969344
040.692.692.2.dta 1785127 1785127 0 0 1784070 1784070
040.692.692.3.dta 1785127 1785127 0 0 1784070 1784070
040.694.694.1.dta 2817802 2817802 0 0 262029 262029
040.695.695.2.dta 2510241 2510241 0 0 1576328 1576328
040.695.695.3.dta 2510241 2510241 0 0 1576328 1576328
040.696.696.2.dta 2300198 2300198 0 0 5033869 5033869
040.696.696.3.dta 2300198 2300198 0 0 5033869 5033869
040.698.698.2.dta 2868291 2868291 0 0 175364 175364
040.698.698.3.dta 2868291 2868291 0 0 175364 175364
040.699.699.2.dta 2284990 2284990 0 0 1282903 1282903
040.699.699.3.dta 2284990 2284990 0 0 1282903 1282903
040.700.700.2.dta 2240553 2240553 0 0 3562887 3562887
040.700.700.3.dta 2240553 2240553 0 0 3562887 3562887
040.702.702.2.dta 2453596 2453596 0 0 3849604 3849604
040.702.702.3.dta 2453596 2453596 0 0 3849604 3849604
040.703.703.2.dta 2407453 2407453 0 0 2882977 2882977
040.703.703.3.dta 2407453 2407453 0 0 2882977 2882977
040.704.704.2.dta 2387976 2387976 0 0 1259346 1259346
040.704.704.3.dta 2387976 2387976 0 0 1259346 1259346
040.706.706.1.dta 1890513 1890513 0 0 1505627 1505627
040.707.707.2.dta 1856389 1856389 0 0 2166949 2166949
040.707.707.3.dta 1856389 1856389 0 0 2166949 2166949
040.708.708.2.dta 1829323 1829323 0 0 3186032 3186032
040.708.708.3.dta 1829323 1829323 0 0 3186032 3186032
040.710.710.2.dta 2598752 2598752 0 0 483114 483114
040.710.710.3.dta 2598752 2598752 0 0 483114 483114
040.711.711.2.dta 2447607 2447607 0 0 1325854 1325854
040.711.711.3.dta 2447607 2447607 0 0 1325854 1325854
040.712.712.2.dta 2361665 2361665 0 0 1718075 1718075
040.712.712.3.dta 2361665 2361665 0 0 1718075 1718075
040.714.714.2.dta 2320040 2320040 0 0 1202035 1202035
040.714.714.3.dta 2320040 2320040 0 0 1202035 1202035
040.715.715.1.dta 2233545 2233545 0 0 2735472 2735472
040.716.716.1.dta 2228608 2228608 0 0 2228268 2228268
040.718.718.1.dta 2585220 2585220 0 0 2052278 2052278
040.719.719.2.dta 1985333 1985333 0 0 218499 218499
040.719.719.3.dta 1985333 1985333 0 0 218499 218499
040.720.720.2.dta 1903423 1903423 0 0 1137964 1137964
040.720.720.3.dta 1903423 1903423 0 0 1137964 1137964
040.722.722.2.dta 2728783 2728783 0 0 507315 507315
040.722.722.3.dta 2728783 2728783 0 0 507315 507315
040.723.723.1.dta 2484028 2484028 0 0 2794128 2794128
040.724.724.1.dta 2448586 2448586 0 0 3692791 3692791
040.726.726.2.dta 2197305 2197305 0 0 6138413 6138413
040.726.726.3.dta 2197305 2197305 0 0 6138413 6138413
040.727.727.2.dta 2104464 2104464 0 0 1070811 1070811
040.727.727.3.dta 2104464 2104464 0 0 1070811 1070811
040.728.728.2.dta 1981041 1981041 0 0 1174824 1174824
040.728.728.3.dta 1981041 1981041 0 0 1174824 1174824
040.730.730.2.dta 4561853 4561853 0 0 6638903 6638903
040.730.730.3.dta 4561853 4561853 0 0 6638903 6638903
040.731.731.2.dta 2865222 2865222 0 0 1762175 1762175
040.731.731.3.dta 2865222 2865222 0 0 1762175 1762175
040.732.732.2.dta 2491193 2491193 0 0 1833131 1833131
040.732.732.3.dta 2491193 2491193 0 0 1833131 1833131
040.734.734.2.dta 2059949 2059949 0 0 139231 139231
040.734.734.3.dta 2059949 2059949 0 0 139231 139231
040.735.735.2.dta 1809113 1809113 0 0 1606140 1606140
040.735.735.3.dta 1809113 1809113 0 0 1606140 1606140
040.736.736.2.dta 1777382 1777382 0 0 2929761 2929761
040.736.736.3.dta 1777382 1777382 0 0 2929761 2929761
040.738.738.2.dta 1846933 1846933 0 0 1648794 1648794
040.738.738.3.dta 1846933 1846933 0 0 1648794 1648794
040.739.739.2.dta 1542138 1542138 0 0 294070 294070
040.739.739.3.dta 1542138 1542138 0 0 294070 294070
040.740.740.2.dta 1361973 1361973 0 0 2774332 2774332
040.740.740.3.dta 1361973 1361973 0 0 2774332 2774332
040.742.742.2.dta 2609937 2609937 0 0 13745782 13745782
040.742.742.3.dta 2609937 2609937 0 0 13745782 13745782
040.743.743.2.dta 2146110 2146110 0 0 1933229 1933229
040.743.743.3.dta 2146110 2146110 0 0 1933229 1933229
040.744.744.2.dta 1945358 1945358 0 0 1486064 1486064
040.744.744.3.dta 1945358 1945358 0 0 1486064 1486064
040.746.746.2.dta 17395496 17395496 0 0 24001740 24001740
040.746.746.3.dta 17395496 17395496 0 0 24001740 24001740
040.747.747.2.dta 2879370 2879370 0 0 2506012 2506012
040.747.747.3.dta 2879370 2879370 0 0 2506012 2506012
040.748.748.2.dta 2762227 2762227 0 0 21521192 21521192
040.748.748.3.dta 2762227 2762227 0 0 21521192 21521192
040.750.750.2.dta 7564903 7564903 0 0 7887925 7887925
040.750.750.3.dta 7564903 7564903 0 0 7887925 7887925
040.751.751.2.dta 2679308 2679308 0 0 3010988 3010988
040.751.751.3.dta 2679308 2679308 0 0 3010988 3010988
040.752.752.1.dta 2431648 2431648 0 0 1216626 1216626
040.754.754.1.dta 9382308 9382308 0 0 12072616 12072616
040.755.755.2.dta 4947209 4947209 0 0 6467341 6467341
040.755.755.3.dta 4947209 4947209 0 0 6467341 6467341
040.756.756.2.dta 2177285 2177285 0 0 1298060 1298060
040.756.756.3.dta 2177285 2177285 0 0 1298060 1298060
040.758.758.1.dta 6075804 6075804 0 0 8744602 8744602
040.759.759.2.dta 4114865 4114865 0 0 10785923 10785923
040.759.759.3.dta 4114865 4114865 0 0 10785923 10785923
040.760.760.2.dta 3167066 3167066 0 0 1089608 1089608
040.760.760.3.dta 3167066 3167066 0 0 1089608 1089608
040.762.762.2.dta 2721166 2721166 0 0 14309493 14309493
040.762.762.3.dta 2721166 2721166 0 0 14309493 14309493
040.763.763.2.dta 2107211 2107211 0 0 404022 404022
040.763.763.3.dta 2107211 2107211 0 0 404022 404022
040.764.764.2.dta 2073330 2073330 0 0 1214459 1214459
040.764.764.3.dta 2073330 2073330 0 0 1214459 1214459
040.766.766.2.dta 1771075 1771075 0 0 5222083 5222083
040.766.766.3.dta 1771075 1771075 0 0 5222083 5222083
040.767.767.2.dta 1389604 1389604 0 0 2519610 2519610
040.767.767.3.dta 1389604 1389604 0 0 2519610 2519610
040.768.768.2.dta 1383832 1383832 0 0 1550051 1550051
040.768.768.3.dta 1383832 1383832 0 0 1550051 1550051
040.770.770.2.dta 3449053 3449053 0 0 8293056 8293056
040.770.770.3.dta 3449053 3449053 0 0 8293056 8293056
040.771.771.2.dta 2826113 2826113 0 0 3701613 3701613
040.771.771.3.dta 2826113 2826113 0 0 3701613 3701613
040.772.772.2.dta 2625824 2625824 0 0 5935589 5935589
040.772.772.3.dta 2625824 2625824 0 0 5935589 5935589
040.774.774.1.dta 1673079 1673079 0 0 2046842 2046842
040.775.775.2.dta 1523826 1523826 0 0 1491251 1491251
040.775.775.3.dta 1523826 1523826 0 0 1491251 1491251
040.776.776.1.dta 1332224 1332224 0 0 737936 737936
040.778.778.2.dta 4151403 4151403 0 0 4230540 4230540
040.778.778.3.dta 4151403 4151403 0 0 4230540 4230540
040.779.779.2.dta 4094344 4094344 0 0 5348425 5348425
040.779.779.3.dta 4094344 4094344 0 0 5348425 5348425
040.780.780.1.dta 3437582 3437582 0 0 439797 439797
040.782.782.2.dta 2512964 2512964 0 0 1358861 1358861
040.782.782.3.dta 2512964 2512964 0 0 1358861 1358861
040.783.783.1.dta 2458315 2458315 0 0 604364 604364
040.784.784.2.dta 2437393 2437393 0 0 1114046 1114046
040.784.784.3.dta 2437393 2437393 0 0 1114046 1114046
040.786.786.2.dta 40264888 40264888 0 0 46641132 46641132
040.786.786.3.dta 40264888 40264888 0 0 46641132 46641132
040.787.787.2.dta 7168070 7168070 0 0 12115612 12115612
040.787.787.3.dta 7168070 7168070 0 0 12115612 12115612
040.788.788.2.dta 6406137 6406137 0 0 71164072 71164072
040.788.788.3.dta 6406137 6406137 0 0 71164072 71164072
040.790.790.2.dta 71553696 71553696 0 0 79238736 79238736
040.790.790.3.dta 71553696 71553696 0 0 79238736 79238736
040.791.791.2.dta 7735996 7735996 0 0 12453687 12453687
040.791.791.3.dta 7735996 7735996 0 0 12453687 12453687
